ementa,norma,tornada_sem_efeito,alterada,data,outros,tipo_normatico,publicacao,revogada,em_vigor,anexos,tags
"Aprova a Instrução Suplementar nº 00-004, Revisão H.","PORTARIA Nº 4690/SPO, 31/03/2021",,,2021-03-31,,Portaria,"DOU 06/04/2021, Seção 1, pág.116",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4690-spo-31-03-2021/@@display-file/arquivo_norma/PA2021-4690.pdf,"['aprovação', 'portaria']"
Dispõe sobre a criação e o funcionamento do Comitê Técnico de Serviço de Transporte Aeromédico - CT-STA.,"PORTARIA Nº 4696/SPO, 31/03/2021",,"Portaria nº 6.498/SPO, de 23 de novembro de 2021",2021-03-31,,Portaria,"DOU 06/04/2021, Seção 1, pág.67",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4696-spo-31-03-2021/@@display-file/arquivo_norma/PA2021-4696.pdf,['portaria']
Inscreve o Aeródromo Privado Fazenda Canaã (PI) no cadastro de aeródromos.,"PORTARIA Nº 4688/SIA, 31/03/2021",,,2021-03-31,,Portaria,"DOU 08/04/2021, Seção 1, pág.90",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4688-sia-31-03-2021/@@display-file/arquivo_norma/PA2021-4688.pdf,['portaria']
Inscreve o Heliponto Privado Base de Operações Aéreas da PRF (RS) no cadastro de aeródromos.,"PORTARIA Nº 4689/SIA, 31/03/2021",,,2021-03-31,,Portaria,"DOU 08/04/2021, Seção 1, pág.90",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4689-sia-31-03-2021/@@display-file/arquivo_norma/PA2021-4689-%20Com%20OBS%20.pdf,['portaria']
Revalida credenciamento de clínica em conformidade com o RBAC nº 67 - do HPM Abepom - Hospital da Policia Militar Comandante Laras.,"PORTARIA Nº 4692/SPL, 31/03/2021",,,2021-03-31,,Portaria,"DOU 07/04/2021, Seção 1, pág.71","Portaria nº 15.147/SPL, de 01.08.2024",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4692-spl-31-03-2021/@@display-file/arquivo_norma/PA2021-4692.pdf,"['portaria', 'rbac']"
Torna pública a aplicação de medida administrativa cautelar e exclui o heliponto privado a bordo da unidade FSO Cidade de Macaé - MV15 (9PCC) do cadastro de aeródromos.,"PORTARIA Nº 4695/SPO, 31/03/2021",,,2021-03-31,,Portaria,"DOU 07/04/2021, Seção 1, pág.71",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4695-spo-31-03-2021/@@display-file/arquivo_norma/PA2021-4695.pdf,['portaria']
Altera a inscrição do Aeródromo Privado Fazenda Chapadão (MT) no cadastro de aeródromos.,"PORTARIA Nº 4680/SIA, 30/03/2021",,,2021-03-30,,Portaria,"DOU 07/04/2021, Seção 1, pág.71",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4680-sia-30-03-2021/@@display-file/arquivo_norma/PA2021-4680-%20Com%20OBS%20.pdf,"['alteração', 'portaria']"
Renova e altera a inscrição do Heliponto Privado Kekafly II (SC) no cadastro de aeródromos.,"PORTARIA Nº 4687/SIA, 30/03/2021",,,2021-03-30,,Portaria,"DOU 09/04/2021, Seção 1, pág.116",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4687-sia-30-03-2021/@@display-file/arquivo_norma/PA2021-4687-%20Com%20OBS%20.pdf,"['alteração', 'portaria']"
Torna pública a emissão de revisão do Certificado de Operador Aéreo - Aeroclube de Jundiaí.,"PORTARIA Nº 4676/SPO, 30/03/2021",,,2021-03-30,,Portaria,"DOU 06/04/2021, Seção 1, pág.68",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4676-spo-30-03-2021/@@display-file/arquivo_norma/PA2021-4676.pdf,['portaria']
Análise do risco de colisão entre aeronaves e fauna.,IS 153.503-00A,,,2021-03-29,,IS,01/04/2021,,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-503-001/@@display-file/arquivo_norma/IS153.503-001A.pdf,['153.503']
Declaração do expedidor para artigos perigosos.,IS 175-011B,,,2021-03-29,,IS,14/04/2021,,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-175-011/@@display-file/arquivo_norma/IS175-011B.pdf,['']
"Identificação dos perigos, monitoramento e implementação de técnicas de manejo de fauna.",IS 153.505-001A,,,2021-03-29,,IS,01/04/2021,,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/iac-e-is/is/is-153-505-001/@@display-file/arquivo_norma/IS153.505-001A.pdf,['153.505']
Altera a inscrição do Aeródromo Privado Fazenda Santa Margarida (MT) no cadastro de aeródromos.,"PORTARIA Nº 4660/SIA, 29/03/2021",,,2021-03-29,,Portaria,"DOU 07/04/2021, Seção 1, pág.71",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4660-sia-29-03-2021/@@display-file/arquivo_norma/PA2021-4660.pdf,"['alteração', 'portaria']"
Aprova a Instrução Suplementar nº 153.501-001A.,"PORTARIA Nº 4661/SIA, 29/03/2021",,,2021-03-29,,Portaria,"DOU 01/04/2021, Seção 1, pág.29","Portaria nº 11.072/SIA, de 18 de abril de 2023",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4661-sia-29-03-2021/@@display-file/arquivo_norma/PA2021-4661.pdf,"['153.501', 'aprovação', 'portaria']"
Aprova a Instrução Suplementar nº 153.503-001A e revoga a Instrução Suplementar nº 164-001ª.,"PORTARIA Nº 4662/SIA, 29/03/2021",,,2021-03-29,,Portaria,"DOU 01/04/2021, Seção 1, pág.29",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4662-sia-29-03-2021/@@display-file/arquivo_norma/PA2021-4662.pdf,"['153.503', 'aprovação', 'portaria']"
Aprova a Instrução Suplementar nº 153.505-001A.,"PORTARIA Nº 4663/SIA, 29/03/2021",,,2021-03-29,,Portaria,"DOU 01/04/2021, Seção 1, pág.29",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4663-sia-29-03-2021/@@display-file/arquivo_norma/PA2021-4663.pdf,"['153.505', 'aprovação', 'portaria']"
"Aprova as Instruções Suplementares nº 175-005D, 175-006D e 175-011B.","PORTARIA Nº 4673/SPO, 29/03/2021",,"Portaria nº 14.170/SPO, de 22.03.2024",2021-03-29,,Portaria,"DOU 14/04/2021, Seção 1, pág.143",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4673-spo-29-03-2021/@@display-file/arquivo_norma/PA2021-4673%20-%20Compilado%20até%20PA2024-14.170.pdf,"['aprovação', 'portaria']"
Inscreve no cadastro o heliponto privado a bordo da unidade Plataforma de Merluza 1 PMLZ-1 (9PML).,"PORTARIA Nº 4672/SIA, 29/03/2021",,,2021-03-29,,Portaria,"DOU 06/04/2021, Seção 1, pág.67",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4672-sia-29-03-2021/@@display-file/arquivo_norma/PA2021-4672.pdf,['portaria']
Inscreve o Aeródromo Privado E-AR (DF) no cadastro de aeródromos.,"PORTARIA Nº 4670/SIA, 29/03/2021",,,2021-03-29,,Portaria,"DOU 08/04/2021, Seção 1, pág.90",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4670-sia-29-03-2021/@@display-file/arquivo_norma/PA2021-4670-%20Com%20OBS%20.pdf,['portaria']
Inscreve o Aeródromo Privado Fazenda Guatambu (MT) no cadastro de aeródromos.,"PORTARIA Nº 4659/SIA, 29/03/2021",,,2021-03-29,,Portaria,"DOU 07/04/2021, Seção 1, pág.71",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4659-sia-29-03-2021/@@display-file/arquivo_norma/PA2021-4659-%20Com%20OBS%20.pdf,['portaria']
Inscreve o Heliponto Privado Barracuda (BA) no cadastro de aeródromos.,"PORTARIA Nº 4666/SIA, 29/03/2021",,,2021-03-29,,Portaria,"DOU 09/04/2021, Seção 1, pág.116",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4666-sia-29-03-2021/@@display-file/arquivo_norma/PA2021-4666-%20Com%20OBS%20.pdf,['portaria']
Revoga a autorização de funcionamento e homologação de cursos da Falcon Escola de Aviação Eireli-Filial Salvador e homologação de curso da Falcon Escola de Aviação Eireli.,"PORTARIA Nº 4733/SPL, 29/03/2021",,,2021-03-29,,Portaria,"DOU 14/04/2021, Seção 1, pág.143",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4733-spl-29-03-2021/@@display-file/arquivo_norma/PA2021-4733.pdf,['portaria']
Torna Pública a Emissão do Certificado de Operador Aéreo - Serviços Aéreos Industriais Sai Ltda.,"PORTARIA Nº 4658/SPO, 29/03/2021",,,2021-03-29,,Portaria,"DOU 30/03/2021, Seção 1, pág.189",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4658-spo-29-03-2021/@@display-file/arquivo_norma/PA2021-4658.pdf,['portaria']
Tornar pública a emissão do Certificado de CIAC da SKY Escola de Aeronáutica Ltda.,"PORTARIA Nº 4669/SPL, 29/03/2021",,,2021-03-29,,Portaria,"DOU 13/04/2021, Seção 1, pág.56",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4669-spl-29-03-2021/@@display-file/arquivo_norma/PA2021-4669.pdf,['portaria']
Tornar pública a emissão do Certificado de CIAC do Aero Clube de Ijui.,"PORTARIA Nº 4671/SPL, 29/03/2021",,,2021-03-29,,Portaria,"DOU 14/04/2021, Seção 1, pág.143",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4671-spl-29-03-2021/@@display-file/arquivo_norma/PA2021-4671.pdf,['portaria']
Tornar pública a emissão do Certificado de CIAC e revoga o curso teórico de PPA da Sierra Bravo Aviation Escola de Aviação Civil Ltda.,"PORTARIA Nº 4668/SPL, 29/03/2021",,,2021-03-29,,Portaria,"DOU 14/04/2021, Seção 1, pág.143",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4668-spl-29-03-2021/@@display-file/arquivo_norma/PA2021-4668.pdf,['portaria']
Exclui o Aeródromo Privado Fazenda Americana (MA) no cadastro de aeródromos.,"PORTARIA Nº 4649/SIA, 26/03/2021",,,2021-03-26,,Portaria,"DOU 19/04/2021, Seção 1, pág.76",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4649-sia-26-03-2021/@@display-file/arquivo_norma/PA2021-4649.pdf,['portaria']
Exclui o Aeródromo Privado Fazenda Água Azul (PA) no cadastro de aeródromos.,"PORTARIA Nº 4650/SIA, 26/03/2021",,,2021-03-26,,Portaria,"DOU 06/04/2021, Seção 1, pág.67",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4650-sia-26-03-2021/@@display-file/arquivo_norma/PA2021-4650.pdf,['portaria']
Inscreve o Aeródromo Privado Fazenda Tozzo I (MT) no cadastro de aeródromos.,"PORTARIA Nº 4656/SIA, 26/03/2021",,,2021-03-26,,Portaria,"DOU 07/04/2021, Seção 1, pág.70",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4656-sia-26-03-2021/@@display-file/arquivo_norma/PA2021-4656-%20Com%20OBS%20.pdf,['portaria']
Inscreve o Aeródromo Privado Moinho (MG) no cadastro de aeródromos.,"PORTARIA Nº 4646/SIA, 26/03/2021",,,2021-03-26,,Portaria,"DOU 06/04/2021, Seção 1, pág.67",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4646-sia-26-03-2021/@@display-file/arquivo_norma/PA2021-4646-%20Com%20OBS%20.pdf,['portaria']
Renova a inscrição do Aeródromo Privado Fazenda Villa Terezinha (MG) no cadastro de aeródromos.,"PORTARIA Nº 4655/SIA, 26/03/2021",,,2021-03-26,,Portaria,"DOU 07/04/2021, Seção 1, pág.70",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4655-sia-26-03-2021/@@display-file/arquivo_norma/PA2021-4655-%20Com%20OBS%20.pdf,['portaria']
"Revalida credenciamento de médico em conformidade com o RBAC nº 67 - Cristiane Josefa Lima Bicalho de Barros, CRM/SP 79337, MC 177.","PORTARIA Nº 4651/SPO, 26/03/2021",,,2021-03-26,,Portaria,"DOU 30/03/2021, Seção 1, pág.154",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4651-spo-26-03-2021/@@display-file/arquivo_norma/PA2021-4651.pdf,"['CRM', 'portaria', 'rbac']"
Torna Pública a Emissão do Certificado de Operador Aéreo - Paraty Seaplane Servicos Aereo Ltda.,"PORTARIA Nº 4647/SPO, 26/03/2021",,,2021-03-26,,Portaria,"DOU 30/03/2021, Seção 1, pág.154",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4647-spo-26-03-2021/@@display-file/arquivo_norma/PA2021-4647.pdf,['portaria']
Torna Pública a Emissão do Certificado de Operador Aéreo - Skc Servico Aéreo Especializado de Lançamento de Paraquedistas Ltda.,"PORTARIA Nº 4648/SPO, 26/03/2021",,,2021-03-26,,Portaria,"DOU 30/03/2021, Seção 1, pág.154",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4648-spo-26-03-2021/@@display-file/arquivo_norma/PA2021-4648.pdf,['portaria']
Torna pública a aplicação de medida administrativa cautelar e exclui o heliponto privado a bordo da unidade Vermelho 2 (9PVM) do cadastro de aeródromos.,"PORTARIA Nº 4652/SIA, 26/03/2021",,,2021-03-26,,Portaria,"DOU 06/04/2021, Seção 1, pág.67",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4652-sia-26-03-2021/@@display-file/arquivo_norma/PA2021-4652.pdf,['portaria']
"Aprova a Instrução Suplementar nº 175-012, Revisão A.","PORTARIA Nº 4638/SAR, 25/03/2021",,,2021-03-25,,Portaria,"DOU 29/03/2021, Seção 1, pág.89",,"Em vigor em 1º de abril de 2022, As seções 5.2, 5.3 e 5.4 da IS nº 175-012A serão aplicáveis somente a partir de 1º de abril de 2022.",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4638-sar-25-03-2021/@@display-file/arquivo_norma/PA2021-4638%20-%20Compilado%20até%20a%20PA2021-5992.pdf,"['aprovação', 'portaria']"
Exclui o Aeródromo Privado Fazenda Fogliatelli (MT) no cadastro de aeródromos.,"PORTARIA Nº 4644/SIA, 25/03/2021",,,2021-03-25,,Portaria,"DOU 06/04/2021, Seção 1, pág.67",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4644-sia-25-03-2021/@@display-file/arquivo_norma/PA2021-4644.pdf,['portaria']
Inscreve no cadastro o heliponto privado a bordo da unidade DB Superior Performance (9PRM).,"PORTARIA Nº 4641/SIA, 25/03/2021",,,2021-03-25,,Portaria,"DOU 06/04/2021, Seção 1, pág.67",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4641-sia-25-03-2021/@@display-file/arquivo_norma/PA2021-4641.pdf,['portaria']
Inscreve o Aeródromo Privado Fazenda Norton (MA) no cadastro de aeródromos.,"PORTARIA Nº 4634/SIA, 25/03/2021",,,2021-03-25,,Portaria,"DOU 06/04/2021, Seção 1, pág.67",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4634-sia-25-03-2021/@@display-file/arquivo_norma/PA2021-4634-%20Com%20OBS%20.pdf,['portaria']
"Publica ação administrativa de suspensão punitiva de habilitação técnica de piloto - João Vitor Minozzo, detentor do CANAC 318944.","PORTARIA Nº 4640/SPL, 25/03/2021",,,2021-03-25,,Portaria,"DOU 29/03/2021, Seção 1, pág.90",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4640-spl-25-03-2021/@@display-file/arquivo_norma/PA2021-4640.pdf,['portaria']
"Publica ação administrativa de suspensão punitiva de habilitação técnica de piloto - Paulo Fernando de Souza, detentor do CANAC 207635.","PORTARIA Nº 4639/SPL, 25/03/2021",,,2021-03-25,,Portaria,"DOU 29/03/2021, Seção 1, pág.89",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4639-spl-25-03-2021/@@display-file/arquivo_norma/PA2021-4639.pdf,['portaria']
Renova a inscrição do Heliponto Privado Fazenda Santa Gertrudes (SP) no cadastro de aeródromos.,"PORTARIA Nº 4643/SIA, 25/03/2021",,,2021-03-25,,Portaria,"DOU 09/04/2021, Seção 1, pág.116",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4643-sia-25-03-2021/@@display-file/arquivo_norma/PA2021-4643-%20Com%20OBS%20.pdf,['portaria']
"Altera a Decisão nº 217, de 25 de novembro de 2020.","DECISÃO Nº 318, 24/03/2021",,,2021-03-24,,Portaria,"DOU 26/03/2021, Seção 1, pág.76",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2021/decisao-no-318-24-03-2021/@@display-file/arquivo_norma/DA2021-0318.pdf,"['alteração', 'decisão']"
"Aprova Programa de Segurança Aeroportuária (Revisão 02) do Aeroporto Internacional do Rio de Janeiro/Galeão - Antônio Carlos Jobim (SBGL), em Rio de Janeiro/RJ (código CIAD: RJ0001).","PORTARIA Nº 4622/SIA, 24/03/2021",,,2021-03-24,,Portaria,"DOU 29/03/2021, Seção 1, pág.89","Portaria nº 7.758/SIA, de 08.04.2022",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4622-sia-24-03-2021/@@display-file/arquivo_norma/PA2021-4622.pdf,"['aprovação', 'portaria']"
Autoriza a operação de sociedade empresária de serviços aéreos públicos - Aero Agrícola São Miguel Ltda.,"DECISÃO Nº 319, 24/03/2021",,,2021-03-24,,Portaria,"DOU 26/03/2021, Seção 1, pág.76",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2021/decisao-no-319-24-03-2021/@@display-file/arquivo_norma/DA2021-0319.pdf,['decisão']
Autoriza a operação de sociedade empresária de serviços aéreos públicos - Aeroclube de Alegrete.,"DECISÃO Nº 314, 24/03/2021",,,2021-03-24,,Portaria,"DOU 26/03/2021, Seção 1, pág.76",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2021/decisao-no-314-24-03-2021/@@display-file/arquivo_norma/DA2021-0314.pdf,['decisão']
Autoriza a operação de sociedade empresária de serviços aéreos públicos - EJ - Escola de Aviação Civil Ltda.,"DECISÃO Nº 315, 24/03/2021",,,2021-03-24,,Portaria,"DOU 26/03/2021, Seção 1, pág.76",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2021/decisao-no-315-24-03-2021/@@display-file/arquivo_norma/DA2021-0315.pdf,['decisão']
Autoriza a operação de sociedade empresária de serviços aéreos públicos - Hillmann Pulverização Aérea - Eireli.,"DECISÃO Nº 317, 24/03/2021",,,2021-03-24,,Portaria,"DOU 26/03/2021, Seção 1, pág.76",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2021/decisao-no-317-24-03-2021/@@display-file/arquivo_norma/DA2021-0317.pdf,['decisão']
"Ação administrativa de suspensão punitiva de habilitação técnica de piloto - Fabio Ramos Ribeiro, detentor do CANAC 299779.","PORTARIA Nº 4629/SPL, 24/03/2021",,,2021-03-24,,Portaria,"DOU 26/03/2021, Seção 1, pág.78",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4629-spl-24-03-2021/@@display-file/arquivo_norma/PA2021-4629.pdf,['portaria']
"Defere pedido de isenção de cumprimento do requisito do parágrafo 154.217(b)(1) do RBAC 154, Emenda 06, para o Aeroporto de São Paulo/Congonhas - Deputado Freitas Nobre, localizado em São Paulo (SP) (CIAD: SP0001).","DECISÃO Nº 316, 24/03/2021",,,2021-03-24,,Portaria,"DOU 26/03/2021, Seção 1, pág.76",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2021/decisao-no-316-24-03-2021/@@display-file/arquivo_norma/DA2021-0316.pdf,"['154.217', 'decisão', 'isenção', 'rbac']"
Renova a inscrição do Aeródromo Privado Fazenda Campo Grande (SP) no cadastro de aeródromos.,"PORTARIA Nº 4630/SIA, 24/03/2021",,,2021-03-24,,Portaria,"DOU 06/04/2021, Seção 1, pág.66",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4630-sia-24-03-2021/@@display-file/arquivo_norma/PA2021-4630-%20Com%20OBS%20.pdf,['portaria']
Renova e altera a inscrição do Heliponto Privado Comeri Santos (SP) no cadastro de aeródromos.,"PORTARIA Nº 4632/SIA, 24/03/2021",,,2021-03-24,,Portaria,"DOU 06/04/2021, Seção 1, pág.67",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4632-sia-24-03-2021/@@display-file/arquivo_norma/PA2021-4632-%20Com%20OBS%20.pdf,"['alteração', 'portaria']"
"Revoga, a pedido, a autorização de funcionamento e a homologação dos cursos práticos de PPH, PCH e INVH da Frisonfly Escola de Aviação Civil - Matriz.","PORTARIA Nº 4621/SPL, 24/03/2021",,,2021-03-24,,Portaria,"DOU 14/04/2021, Seção 1, pág.143",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4621-spl-24-03-2021/@@display-file/arquivo_norma/PA2021-4621.pdf,['portaria']
Torna Pública a Emissão do Certificado de Operador Aéreo - Aerosae Serviço Aéreo Especializado Ltda.,"PORTARIA Nº 4625/SPO, 24/03/2021",,,2021-03-24,,Portaria,"DOU 29/03/2021, Seção 1, pág.89",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4625-spo-24-03-2021/@@display-file/arquivo_norma/PA2021-4625.pdf,['portaria']
"Revoga expressamente portarias ou Instruções de Aviação Civil tacitamente revogadas, caducadas e obsoletas editadas pelo extinto Departamento de Aviação Civil - DAC","RESOLUÇÃO Nº 614, 24/03/2021",,,2021-03-24,,Resolução,"DOU 26/03/2021, Seção 1, págs.73 a 76",,Em vigor em 1º de abril de 2021,,['portaria']
Altera a inscrição do Aeródromo Privado Fazenda Cortezia (MT) no cadastro de aeródromos.,"PORTARIA Nº 4615/SIA, 23/03/2021",,,2021-03-23,,Portaria,"DOU 30/03/2021, Seção 1, pág.154",Portaria nº 12.013/SIA de 1º de agosto de 2023,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4615-sia-23-03-2021/@@display-file/arquivo_norma/PA2021-4615.pdf,"['alteração', 'portaria']"
"Altera e renova a inscrição do aeródromo público Novo Campo, localizado em Boca do Acre/AM, do cadastro de aeródromos públicos.","PORTARIA Nº 4603/SIA, 23/03/2021",,,2021-03-23,,Portaria,"DOU 26/03/2021, Seção 1, pág.77",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4603-sia-23-03-2021/@@display-file/arquivo_norma/PA2021-4603%20-%20Com%20OBS.pdf,"['alteração', 'portaria']"
Descredencia Pessoa Física em conformidade com o Regulamento Brasileiro de Aviação Civil - RBAC nº 183 - SME Marcus Vinicius De Grandis Puchalski.,"PORTARIA Nº 4606/SPL, 23/03/2021",,,2021-03-23,,Portaria,"DOU 25/03/2021, Seção 1, pág.116",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4606-spl-23-03-2021/@@display-file/arquivo_norma/PA2021-4606.pdf,"['portaria', 'rbac']"
Divulga a classificação dos aeródromos civis públicos para fins de aplicação do Regulamento Brasileiro da Aviação Civil - RBAC nº 153.,"PORTARIA Nº 4601/SIA, 23/03/2021",,,2021-03-23,,Portaria,"DOU 25/03/2021, Seção 1, pág.114",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/2021/portaria-no-4601-sia-23-03-2021/@@display-file/arquivo_norma/PA2021-4601.pdf,"['portaria', 'rbac']"
