ID;​​Manufacturer;​Model;​Type Designator;​Description;​Engine Type;​Engine Count;​​WTC
371;AEROSPATIALE;CH-33 Puma;PUMA;Helicopter;Turboprop/Turboshaft;2;L
372;AEROSPATIALE;CM-170R Magister;FOUG;LandPlane;Jet;2;L
373;AEROSPATIALE;Corvette;S601;LandPlane;Jet;2;L
374;AEROSPATIALE;Cougar;AS32;Helicopter;Turboprop/Turboshaft;2;M
375;AEROSPATIALE;Cougar Mk2;AS3B;Helicopter;Turboprop/Turboshaft;2;M
376;AEROSPATIALE;Dauphin;S360;Helicopter;Turboprop/Turboshaft;1;L
377;AEROSPATIALE;Dauphin 2 (AS-365, SA-365F/N);AS65;Helicopter;Turboprop/Turboshaft;2;L
378;AEROSPATIALE;Dauphin 2 (SA-365C);S65C;Helicopter;Turboprop/Turboshaft;2;L
379;AEROSPATIALE;Dolphin;AS65;Helicopter;Turboprop/Turboshaft;2;L
380;AEROSPATIALE;Ecureuil;AS50;Helicopter;Turboprop/Turboshaft;1;L
381;AEROSPATIALE;Ecureuil 2;AS55;Helicopter;Turboprop/Turboshaft;2;L
382;AEROSPATIALE;Epsilon;TB30;LandPlane;Piston;1;L
383;AEROSPATIALE;Fennec (AS-550);AS50;Helicopter;Turboprop/Turboshaft;1;L
384;AEROSPATIALE;Fennec (AS-555);AS55;Helicopter;Turboprop/Turboshaft;2;L
385;AEROSPATIALE;Frégate;N262;LandPlane;Turboprop/Turboshaft;2;M
386;AEROSPATIALE;Gazelle;GAZL;Helicopter;Turboprop/Turboshaft;1;L
387;AEROSPATIALE;HH-65 Dolphin;AS65;Helicopter;Turboprop/Turboshaft;2;L
388;AEROSPATIALE;Hkp10 Super Puma;AS32;Helicopter;Turboprop/Turboshaft;2;M
389;AEROSPATIALE;Lama;LAMA;Helicopter;Turboprop/Turboshaft;1;L
390;AEROSPATIALE;Magister;FOUG;LandPlane;Jet;2;L
391;AEROSPATIALE;Mohawk 298;N262;LandPlane;Turboprop/Turboshaft;2;M
392;AEROSPATIALE;N-262;N262;LandPlane;Turboprop/Turboshaft;2;M
393;AEROSPATIALE;Panther;AS65;Helicopter;Turboprop/Turboshaft;2;L
394;AEROSPATIALE;Puma;PUMA;Helicopter;Turboprop/Turboshaft;2;L
395;AEROSPATIALE;SA-315 Lama;LAMA;Helicopter;Turboprop/Turboshaft;1;L
396;AEROSPATIALE;SA-316 Alouette 3;ALO3;Helicopter;Turboprop/Turboshaft;1;L
397;AEROSPATIALE;SA-318 Alouette 2;ALO2;Helicopter;Turboprop/Turboshaft;1;L
398;AEROSPATIALE;SA-319 Alouette 3;ALO3;Helicopter;Turboprop/Turboshaft;1;L
399;AEROSPATIALE;SA-321 Super Frelon;FREL;Helicopter;Turboprop/Turboshaft;3;M
400;AEROSPATIALE;SA-330 Puma;PUMA;Helicopter;Turboprop/Turboshaft;2;L
401;AEROSPATIALE;SA-341 Gazelle;GAZL;Helicopter;Turboprop/Turboshaft;1;L
402;AEROSPATIALE;SA-342 Gazelle;GAZL;Helicopter;Turboprop/Turboshaft;1;L
403;AEROSPATIALE;SA-360 Dauphin;S360;Helicopter;Turboprop/Turboshaft;1;L
404;AEROSPATIALE;SA-361 Dauphin;S360;Helicopter;Turboprop/Turboshaft;1;L
405;AEROSPATIALE;SA-365C Dauphin 2;S65C;Helicopter;Turboprop/Turboshaft;2;L
406;AEROSPATIALE;SA-365F Dauphin 2;AS65;Helicopter;Turboprop/Turboshaft;2;L
407;AEROSPATIALE;SA-365K Panther;AS65;Helicopter;Turboprop/Turboshaft;2;L
408;AEROSPATIALE;SA-365M Panther;AS65;Helicopter;Turboprop/Turboshaft;2;L
409;AEROSPATIALE;SA-365N Dauphin 2;AS65;Helicopter;Turboprop/Turboshaft;2;L
410;AEROSPATIALE;SA-366 Dolphin;AS65;Helicopter;Turboprop/Turboshaft;2;L
411;AEROSPATIALE;SN-601 Corvette;S601;LandPlane;Jet;2;L
412;AEROSPATIALE;Super Frelon;FREL;Helicopter;Turboprop/Turboshaft;3;M
413;AEROSPATIALE;Super Puma;AS32;Helicopter;Turboprop/Turboshaft;2;M
414;AEROSPATIALE;Super Puma Mk2;AS3B;Helicopter;Turboprop/Turboshaft;2;M
415;AEROSPATIALE;SuperStar;AS50;Helicopter;Turboprop/Turboshaft;1;L
416;AEROSPATIALE;TB-30 Epsilon;TB30;LandPlane;Piston;1;L
417;AEROSPATIALE;Tiger;AS32;Helicopter;Turboprop/Turboshaft;2;M
418;AEROSPATIALE;TwinStar;AS55;Helicopter;Turboprop/Turboshaft;2;L
419;AEROSPOOL;Dynamic;WT9;LandPlane;Piston;1;L
420;AEROSPOOL;WT-9 Dynamic;WT9;LandPlane;Piston;1;L
421;AEROSPORT;Quail;QAIL;LandPlane;Piston;1;L
422;AEROSPORT;Rail;RAIL;LandPlane;Piston;1;L
423;AEROSPORT;Scamp;SCAM;LandPlane;Piston;1;L
424;AEROSPORT;Woody Pusher;WOPU;LandPlane;Piston;1;L
425;AEROSTAR (1);90;M10;LandPlane;Piston;1;L
426;AEROSTAR (1);200;M20P;LandPlane;Piston;1;L
427;AEROSTAR (1);201;M20P;LandPlane;Piston;1;L
428;AEROSTAR (1);202;M20P;LandPlane;Piston;1;L
429;AEROSTAR (1);220;M20P;LandPlane;Piston;1;L
430;AEROSTAR (1);600;AEST;LandPlane;Piston;2;L
431;AEROSTAR (1);601;AEST;LandPlane;Piston;2;L
432;AEROSTAR (1);FJ-100;FJ10;LandPlane;Jet;2;L
433;AEROSTAR (2);01 Festival;FEST;LandPlane;Piston;1;L
434;AEROSTAR (2);Festival;FEST;LandPlane;Piston;1;L
435;AEROSTAR (2);Iak-52;YK52;LandPlane;Piston;1;L
436;AEROSTAR (2);Lancer;MG21;LandPlane;Jet;1;M
437;AEROSTAR (2);MiG-21 Lancer;MG21;LandPlane;Jet;1;M
438;AEROSTAR (2);Wild Thing;WILT;LandPlane;Piston;1;L
439;AEROSTAR (2);WT-01 Wild Thing;WILT;LandPlane;Piston;1;L
440;AEROSTAR (2);WT-02 Wild Thing;WILT;LandPlane;Piston;1;L
441;AEROSTAR (2);Yak-52;YK52;LandPlane;Piston;1;L
442;AEROSTAR (2);Yak-54;YK52;LandPlane;Piston;1;L
443;AEROSTAR (2);R40S Festival;FEST;LandPlane;Piston;1;L
444;AEROSTRUCTURE;RF-10;RF10;LandPlane;Piston;1;L
445;AEROSTYLE;Breezer;BREZ;LandPlane;Piston;1;L
446;AEROTEC (1);A-122 Uirapuru;A122;LandPlane;Piston;1;L
447;AEROTEC (1);T-23 Uirapuru;A122;LandPlane;Piston;1;L
448;AEROTEC (1);Uirapuru;A122;LandPlane;Piston;1;L
449;AEROTEC (2);Amigo;MX65;LandPlane;Piston;1;L
450;AEROTEC (2);Aventura;MX10;LandPlane;Piston;1;L
451;AEROTEC (2);Fantasy;MX80;LandPlane;Piston;1;L
452;AEROTEC (2);MXP-100 Aventura;MX10;LandPlane;Piston;1;L
453;AEROTEC (2);MXP-650 Amigo;MX65;LandPlane;Piston;1;L
454;AEROTEC (2);MXP-740 Savannah;SVNH;LandPlane;Piston;1;L
455;AEROTEC (2);MXP-800 Fantasy;MX80;LandPlane;Piston;1;L
456;AEROTEC (2);Savannah;SVNH;LandPlane;Piston;1;L
457;AEROTECH;SF-260F;F260;LandPlane;Piston;1;L
458;AEROTECH;F-260F;F260;LandPlane;Piston;1;L
459;AEROTECHNIK;Koala;P220;LandPlane;Piston;1;L
460;AEROTECHNIK;L-13S Super Vivat;L13S;LandPlane;Piston;1;L
461;AEROTECHNIK;L-13S Vivat;L13S;LandPlane;Piston;1;L
462;AEROTECHNIK;P-220 Koala;P220;LandPlane;Piston;1;L
463;AEROTECHNIK;Super Vivat;L13S;LandPlane;Piston;1;L
464;AEROTECHNIK;Vivat;L13S;LandPlane;Piston;1;L
465;AEROTEK (1);Pitts S-1 Special;PTS1;LandPlane;Piston;1;L
466;AEROTEK (1);Pitts S-2 Special;PTS2;LandPlane;Piston;1;L
467;AEROTEK (2);Hummingbird;HUMM;LandPlane;Piston;1;L
468;AEROTEK (3);Turbo Grizzly;GRIZ;LandPlane;Turboprop/Turboshaft;1;L
469;AEROTREK;A-220;EFOX;LandPlane;Piston;1;L
470;AEROTREK;A-240;EFOX;LandPlane;Piston;1;L
471;AEROVOLGA;L-6;L6;Amphibian;Piston;2;L
472;AEROVOLGA;LA-8 Flagman;LA8;Amphibian;Piston;2;L
473;AEROVOLGA;Flagman;LA8;Amphibian;Piston;2;L
474;AESL;Airtourer;TOUR;LandPlane;Piston;1;L
475;AESL;Airtrainer;CT4;LandPlane;Piston;1;L
476;AESL;CT-4 Airtrainer;CT4;LandPlane;Piston;1;L
477;AFIC;Falcon;OSCR;LandPlane;Piston;1;L
478;AFIC;RSA-200 Falcon;OSCR;LandPlane;Piston;1;L
479;AG-CAT;G-164 Super Turbine;G64T;LandPlane;Turboprop/Turboshaft;1;L
480;AG-CAT;Super Turbine;G64T;LandPlane;Turboprop/Turboshaft;1;L
481;AGRO-COPTEROS;Amigo;MX65;LandPlane;Piston;1;L
482;AGRO-COPTEROS;Aventura;MX10;LandPlane;Piston;1;L
483;AGRO-COPTEROS;MXP-100 Aventura;MX10;LandPlane;Piston;1;L
484;AGRO-COPTEROS;MXP-650 Amigo;MX65;LandPlane;Piston;1;L
485;AGRO-COPTEROS;MXP-740 Savannah;SVNH;LandPlane;Piston;1;L
486;AGRO-COPTEROS;Savannah;SVNH;LandPlane;Piston;1;L
487;AGRO-COPTEROS;Scamp;SCAM;LandPlane;Piston;1;L
488;AGROLOT;Mrówka;PZ26;LandPlane;Piston;1;L
489;AGROLOT;PZL-126 Mrówka;PZ26;LandPlane;Piston;1;L
490;AGUSTA;A-109;A109;Helicopter;Turboprop/Turboshaft;2;L
491;AGUSTA;A-109 Grand;A109;Helicopter;Turboprop/Turboshaft;2;L
492;AGUSTA;A-119 Koala;A119;Helicopter;Turboprop/Turboshaft;1;L
493;AGUSTA;A-129 Mangusta;A129;Helicopter;Turboprop/Turboshaft;2;L
494;AGUSTA;AB-47G;B47G;Helicopter;Piston;1;L
495;AGUSTA;AB-47J;B47J;Helicopter;Piston;1;L
496;AGUSTA;AB-204;UH1;Helicopter;Turboprop/Turboshaft;1;L
497;AGUSTA;AB-205;UH1;Helicopter;Turboprop/Turboshaft;1;L
498;AGUSTA;AB-206 JetRanger;B06;Helicopter;Turboprop/Turboshaft;1;L
499;AGUSTA;AB-206 LongRanger;B06;Helicopter;Turboprop/Turboshaft;1;L
500;AGUSTA;AB-212;B212;Helicopter;Turboprop/Turboshaft;2;L
501;AGUSTA;AB-412;B412;Helicopter;Turboprop/Turboshaft;2;L
502;AGUSTA;AB-412 Griffon;B412;Helicopter;Turboprop/Turboshaft;2;L
503;AGUSTA;AS-61A;S61;Helicopter;Turboprop/Turboshaft;2;M
504;AGUSTA;AS-61N;S61;Helicopter;Turboprop/Turboshaft;2;M
505;AGUSTA;AS-61R;S61R;Helicopter;Turboprop/Turboshaft;2;M
506;AGUSTA;ASH-61;S61;Helicopter;Turboprop/Turboshaft;2;M
507;AGUSTA;AW-119 Koala;A119;Helicopter;Turboprop/Turboshaft;1;L
508;AGUSTA;AW-139;A139;Helicopter;Turboprop/Turboshaft;2;L
509;AGUSTA;Grand;A109;Helicopter;Turboprop/Turboshaft;2;L
510;AGUSTA;Griffon;B412;Helicopter;Turboprop/Turboshaft;2;L
511;AGUSTA;HH-3;S61R;Helicopter;Turboprop/Turboshaft;2;M
512;AGUSTA;Hkp3;UH1;Helicopter;Turboprop/Turboshaft;1;L
513;AGUSTA;Hkp6 JetRanger;B06;Helicopter;Turboprop/Turboshaft;1;L
514;AGUSTA;Hkp11;B412;Helicopter;Turboprop/Turboshaft;2;L
515;AGUSTA;Hkp15;A109;Helicopter;Turboprop/Turboshaft;2;L
516;AGUSTA;JetRanger;B06;Helicopter;Turboprop/Turboshaft;1;L
517;AGUSTA;Koala;A119;Helicopter;Turboprop/Turboshaft;1;L
518;AGUSTA;LongRanger;B06;Helicopter;Turboprop/Turboshaft;1;L
519;AGUSTA;Mangusta;A129;Helicopter;Turboprop/Turboshaft;2;L
520;AGUSTA;MH-68 Stingray;A109;Helicopter;Turboprop/Turboshaft;2;L
521;AGUSTA;NH-500;H500;Helicopter;Turboprop/Turboshaft;1;L
522;AGUSTA;Power;A109;Helicopter;Turboprop/Turboshaft;2;L
523;AGUSTA;SH-3;S61;Helicopter;Turboprop/Turboshaft;2;M
524;AGUSTA;Stingray;A109;Helicopter;Turboprop/Turboshaft;2;L
525;AGUSTA;GrandNew;A109;Helicopter;Turboprop/Turboshaft;2;L
526;AGUSTA;AW-109 Da Vinci;A109;Helicopter;Turboprop/Turboshaft;2;L
527;AGUSTA;Da Vinci;A109;Helicopter;Turboprop/Turboshaft;2;L
528;AGUSTA;AW-109;A109;Helicopter;Turboprop/Turboshaft;2;L
529;AGUSTA;AW-109 GrandNew;A109;Helicopter;Turboprop/Turboshaft;2;L
530;AGUSTA;AW-109 Power;A109;Helicopter;Turboprop/Turboshaft;2;L
531;AGUSTA;AW-109 Grand;A109;Helicopter;Turboprop/Turboshaft;2;L
532;AGUSTA;Nexus;A109;Helicopter;Turboprop/Turboshaft;2;L
533;AGUSTA;A-109 Nexus;A109;Helicopter;Turboprop/Turboshaft;2;L
534;AGUSTA;AW-109 Nexus;A109;Helicopter;Turboprop/Turboshaft;2;L
535;AGUSTA;AW-149;A149;Helicopter;Turboprop/Turboshaft;2;M
536;AGUSTA;AW-129;A129;Helicopter;Turboprop/Turboshaft;2;L
537;AGUSTA;T-129;A129;Helicopter;Turboprop/Turboshaft;2;L
538;AGUSTA;UH-139;A139;Helicopter;Turboprop/Turboshaft;2;L
539;AGUSTA;AW-109 Trekker;A109;Helicopter;Turboprop/Turboshaft;2;L
540;AGUSTA;Trekker;A109;Helicopter;Turboprop/Turboshaft;2;L
541;AGUSTA;ESC-2;A109;Helicopter;Turboprop/Turboshaft;2;L
542;AGUSTAWESTLAND;AW-109;A109;Helicopter;Turboprop/Turboshaft;2;L
543;AGUSTAWESTLAND;AW-109 Grand;A109;Helicopter;Turboprop/Turboshaft;2;L
544;AGUSTAWESTLAND;Grand;A109;Helicopter;Turboprop/Turboshaft;2;L
545;AGUSTAWESTLAND;EH-101 Merlin;EH10;Helicopter;Turboprop/Turboshaft;3;M
546;AGUSTAWESTLAND;SH-101;EH10;Helicopter;Turboprop/Turboshaft;3;M
547;AGUSTAWESTLAND;UH-101;EH10;Helicopter;Turboprop/Turboshaft;3;M
548;AGUSTAWESTLAND;HH-101 Caesar;EH10;Helicopter;Turboprop/Turboshaft;3;M
549;AGUSTAWESTLAND;Caesar;EH10;Helicopter;Turboprop/Turboshaft;3;M
550;AGUSTAWESTLAND;MCH-101;EH10;Helicopter;Turboprop/Turboshaft;3;M
551;AGUSTAWESTLAND;AW-101 Merlin Joint Supporter;EH10;Helicopter;Turboprop/Turboshaft;3;M
552;AGUSTAWESTLAND;WG-13 Super Lynx;LYNX;Helicopter;Turboprop/Turboshaft;2;L
553;AGUSTAWESTLAND;Super Lynx;LYNX;Helicopter;Turboprop/Turboshaft;2;L
554;AGUSTAWESTLAND;AW-159 Wildcat;LYNX;Helicopter;Turboprop/Turboshaft;2;L
555;AGUSTAWESTLAND;Wildcat;LYNX;Helicopter;Turboprop/Turboshaft;2;L
556;AGUSTAWESTLAND;HH-139;A139;Helicopter;Turboprop/Turboshaft;2;L
557;AGUSTAWESTLAND;VH-139;A139;Helicopter;Turboprop/Turboshaft;2;L
558;AGUSTAWESTLAND;UH-139;A139;Helicopter;Turboprop/Turboshaft;2;L
559;AGUSTAWESTLAND;AW-101;EH10;Helicopter;Turboprop/Turboshaft;3;M
560;AGUSTAWESTLAND;AW-109 Power;A109;Helicopter;Turboprop/Turboshaft;2;L
561;AGUSTAWESTLAND;Power;A109;Helicopter;Turboprop/Turboshaft;2;L
562;AGUSTAWESTLAND;AW-109 GrandNew;A109;Helicopter;Turboprop/Turboshaft;2;L
563;AGUSTAWESTLAND;GrandNew;A109;Helicopter;Turboprop/Turboshaft;2;L
564;AGUSTAWESTLAND;AW-119 Koala;A119;Helicopter;Turboprop/Turboshaft;1;L
565;AGUSTAWESTLAND;Koala;A119;Helicopter;Turboprop/Turboshaft;1;L
566;AGUSTAWESTLAND;AW-129;A129;Helicopter;Turboprop/Turboshaft;2;L
567;AGUSTAWESTLAND;AW-139;A139;Helicopter;Turboprop/Turboshaft;2;L
568;AGUSTAWESTLAND;AW-149;A149;Helicopter;Turboprop/Turboshaft;2;M
569;AGUSTAWESTLAND;AW-169;A169;Helicopter;Turboprop/Turboshaft;2;L
570;AGUSTAWESTLAND;AW-189;A189;Helicopter;Turboprop/Turboshaft;2;M
571;AGUSTAWESTLAND;AW-609;B609;Tiltrotor;Turboprop/Turboshaft;2;M
572;AGUSTAWESTLAND;Merlin;EH10;Helicopter;Turboprop/Turboshaft;3;M
573;AGUSTAWESTLAND;ICH-47 Chinook;H47;Helicopter;Turboprop/Turboshaft;2;M
574;AGUSTAWESTLAND;Chinook;H47;Helicopter;Turboprop/Turboshaft;2;M
575;AGUSTAWESTLAND;AW-159 Lynx Wildcat;LYNX;Helicopter;Turboprop/Turboshaft;2;L
576;AGUSTAWESTLAND;Lynx Wildcat;LYNX;Helicopter;Turboprop/Turboshaft;2;L
577;AGUSTAWESTLAND;EH-101;EH10;Helicopter;Turboprop/Turboshaft;3;M
578;AGUSTAWESTLAND;EH-101 Merlin Joint Supporter;EH10;Helicopter;Turboprop/Turboshaft;3;M
579;AGUSTAWESTLAND;Merlin Joint Supporter;EH10;Helicopter;Turboprop/Turboshaft;3;M
580;AI(R);Avroliner (RJ-70);RJ70;LandPlane;Jet;4;M
581;AI(R);Avroliner (RJ-85);RJ85;LandPlane;Jet;4;M
582;AI(R);Avroliner (RJ-100);RJ1H;LandPlane;Jet;4;M
583;AI(R);BAe-4100 Jetstream 41;JS41;LandPlane;Turboprop/Turboshaft;2;M
584;AI(R);Jetstream 41;JS41;LandPlane;Turboprop/Turboshaft;2;M
585;AI(R);RJ-70 Avroliner;RJ70;LandPlane;Jet;4;M
586;AI(R);RJ-85 Avroliner;RJ85;LandPlane;Jet;4;M
587;AI(R);RJ-100 Avroliner;RJ1H;LandPlane;Jet;4;M
588;AIAA;SV-4;SV4;LandPlane;Piston;1;L
589;AICSA;Aerostar;AEST;LandPlane;Piston;2;L
590;AICSA;An-2;AN2;LandPlane;Piston;1;L
591;AICSA;Cherokee (PA-28-140/180);P28A;LandPlane;Piston;1;L
592;AICSA;Cherokee (PA-28-235);P28B;LandPlane;Piston;1;L
593;AICSA;Cherokee Archer;P28A;LandPlane;Piston;1;L
594;AICSA;Cherokee Archer 2;P28A;LandPlane;Piston;1;L
595;AICSA;Cherokee Arrow;P28R;LandPlane;Piston;1;L
596;AICSA;Cherokee Arrow 2;P28R;LandPlane;Piston;1;L
597;AICSA;Cherokee Charger;P28B;LandPlane;Piston;1;L
598;AICSA;Cherokee Cruiser;P28A;LandPlane;Piston;1;L
599;AICSA;Cherokee Pathfinder;P28B;LandPlane;Piston;1;L
600;AICSA;Cherokee Six;PA32;LandPlane;Piston;1;L
601;AICSA;Cherokee Warrior 2;P28A;LandPlane;Piston;1;L
602;AICSA;PA-44 Seminole;PA44;LandPlane;Piston;2;L
603;AICSA;Pawnee Brave;PA36;LandPlane;Piston;1;L
604;AICSA;Saratoga;PA32;LandPlane;Piston;1;L
605;AICSA;Seminole;PA44;LandPlane;Piston;2;L
606;AICSA;Seneca;PA34;LandPlane;Piston;2;L
607;AICSA;Six;PA32;LandPlane;Piston;1;L
608;AICSA;Tomahawk;PA38;LandPlane;Piston;1;L
609;AICSA;Turbo Dakota;P28B;LandPlane;Piston;1;L
610;AICSA;Turbo Saratoga;PA32;LandPlane;Piston;1;L
611;AICSA;Turbo Saratoga SP;P32R;LandPlane;Piston;1;L
612;AICSA;Twin Comanche;PA30;LandPlane;Piston;2;L
613;AICSA;Warrior 2;P28A;LandPlane;Piston;1;L
614;AICSA;Cheyenne 2;PAY2;LandPlane;Turboprop/Turboshaft;2;L
615;AICSA;Cheyenne 2XL;PAY2;LandPlane;Turboprop/Turboshaft;2;L
616;AICSA;Cheyenne 3;PAY3;LandPlane;Turboprop/Turboshaft;2;L
617;AICSA;Chieftain;PA31;LandPlane;Piston;2;L
618;AICSA;Dakota;P28B;LandPlane;Piston;1;L
619;AICSA;Lance;P32R;LandPlane;Piston;1;L
620;AICSA;Navajo;PA31;LandPlane;Piston;2;L
621;AICSA;Navajo Chieftain;PA31;LandPlane;Piston;2;L
622;AICSA;Navajo CR;PA31;LandPlane;Piston;2;L
623;AICSA;PA-28-140 Cherokee;P28A;LandPlane;Piston;1;L
624;AICSA;PA-28-140 Cherokee Cruiser;P28A;LandPlane;Piston;1;L
625;AICSA;PA-28-161 Cherokee Warrior 2;P28A;LandPlane;Piston;1;L
626;AICSA;PA-28-161 Warrior 2;P28A;LandPlane;Piston;1;L
627;AICSA;PA-28-180 Cherokee;P28A;LandPlane;Piston;1;L
628;AICSA;PA-28-180 Cherokee Archer;P28A;LandPlane;Piston;1;L
629;AICSA;PA-28-181 Archer 2;P28A;LandPlane;Piston;1;L
630;AICSA;PA-28-181 Cherokee Archer 2;P28A;LandPlane;Piston;1;L
631;AICSA;PA-28-201T Turbo Dakota;P28B;LandPlane;Piston;1;L
632;AICSA;PA-28-235 Cherokee;P28B;LandPlane;Piston;1;L
633;AICSA;PA-28-235 Cherokee Charger;P28B;LandPlane;Piston;1;L
634;AICSA;PA-28-235 Cherokee Pathfinder;P28B;LandPlane;Piston;1;L
635;AICSA;PA-28-236 Dakota;P28B;LandPlane;Piston;1;L
636;AICSA;PA-28R-180 Cherokee Arrow;P28R;LandPlane;Piston;1;L
637;AICSA;PA-28R-200 Cherokee Arrow 2;P28R;LandPlane;Piston;1;L
638;AICSA;PA-30 Twin Comanche;PA30;LandPlane;Piston;2;L
639;AICSA;PA-31-310 Navajo;PA31;LandPlane;Piston;2;L
640;AICSA;PA-31-325 Navajo CR;PA31;LandPlane;Piston;2;L
641;AICSA;PA-31-350 Chieftain;PA31;LandPlane;Piston;2;L
642;AICSA;PA-31-350 Navajo Chieftain;PA31;LandPlane;Piston;2;L
643;AICSA;PA-31T2-620 Cheyenne 2XL;PAY2;LandPlane;Turboprop/Turboshaft;2;L
644;AICSA;PA-31T-620 Cheyenne 2;PAY2;LandPlane;Turboprop/Turboshaft;2;L
645;AICSA;PA-32 Cherokee Six;PA32;LandPlane;Piston;1;L
646;AICSA;PA-32 Saratoga;PA32;LandPlane;Piston;1;L
647;AICSA;PA-32 Six;PA32;LandPlane;Piston;1;L
648;AICSA;PA-32 Turbo Saratoga;PA32;LandPlane;Piston;1;L
649;AICSA;PA-32R-300 Lance;P32R;LandPlane;Piston;1;L
650;AICSA;PA-32R-301T Turbo Saratoga SP;P32R;LandPlane;Piston;1;L
651;AICSA;PA-32RT Turbo Lance 2;P32T;LandPlane;Piston;1;L
652;AICSA;PA-34 Seneca;PA34;LandPlane;Piston;2;L
653;AICSA;PA-36 Pawnee Brave;PA36;LandPlane;Piston;1;L
654;AICSA;PA-38 Tomahawk;PA38;LandPlane;Piston;1;L
655;AICSA;PA-42-720 Cheyenne 3;PAY3;LandPlane;Turboprop/Turboshaft;2;L
656;AICSA;PA-28R-201T Turbo Cherokee Arrow 3;P28S;LandPlane;Piston;1;L
657;AICSA;PA-28RT-201T Turbo Arrow 4;P28U;LandPlane;Piston;1;L
658;AICSA;Turbo Arrow 4;P28U;LandPlane;Piston;1;L
659;AICSA;PA-28R-201T Turbo Arrow 3;P28S;LandPlane;Piston;1;L
660;AICSA;Turbo Cherokee Arrow 3;P28S;LandPlane;Piston;1;L
661;AICSA;Turbo Arrow 3;P28S;LandPlane;Piston;1;L
662;AIDC;A-CH-1 Chung-Tsing;CH1;LandPlane;Turboprop/Turboshaft;1;L
663;AIDC;AT-3 Tzu-Chung;AT3;LandPlane;Jet;2;M
664;AIDC;Ching-Kuo;CKUO;LandPlane;Jet;2;M
665;AIDC;Chung-Cheng;F5;LandPlane;Jet;2;M
666;AIDC;Chung-Tsing;CH1;LandPlane;Turboprop/Turboshaft;1;L
667;AIDC;F-5 Chung-Cheng;F5;LandPlane;Jet;2;M
668;AIDC;F-CK-1 Ching-Kuo;CKUO;LandPlane;Jet;2;M
669;AIDC;R-CH-1 Chung-Tsing;CH1;LandPlane;Turboprop/Turboshaft;1;L
670;AIDC;T-CH-1 Chung-Tsing;CH1;LandPlane;Turboprop/Turboshaft;1;L
671;AIDC;Tzu-Chung;AT3;LandPlane;Jet;2;M
672;AIDC;UH-1;UH1;Helicopter;Turboprop/Turboshaft;1;L
673;AIEP;Air Beetle;RV6;LandPlane;Piston;1;L
674;AII;AVA-202;RV6;LandPlane;Piston;1;L
675;AII;AVA-303;M18;LandPlane;Piston;1;L
676;AIL;748;A748;LandPlane;Turboprop/Turboshaft;2;M
677;AIR;Epic Dynasty;EPIC;LandPlane;Turboprop/Turboshaft;1;L
678;AIR;Epic Elite;ELIT;LandPlane;Jet;2;L
679;AIR;Epic Escape;ESCA;LandPlane;Turboprop/Turboshaft;1;L
680;AIR;Epic LT;EPIC;LandPlane;Turboprop/Turboshaft;1;L
681;AIR;Epic Victory;EVIC;LandPlane;Jet;1;L
682;AIR & SPACE;18;UM18;Gyrocopter;Piston;1;L
683;AIR & SPACE;Twinstar;TSTR;Gyrocopter;Piston;1;L
684;AIR COMMAND;Commander 147;CMD1;Gyrocopter;Piston;1;L
685;AIR COMMAND;Commander Elite Tandem;CMDT;Gyrocopter;Piston;1;L
686;AIR COMMAND;Commander Elite Side-by-Side;CMDE;Gyrocopter;Piston;1;L
687;AIR PARTS;Fletcher FU-24;FU24;LandPlane;Piston;1;L
688;AIR PRODUCTS;Aircoupe;ERCO;LandPlane;Piston;1;L
689;AIR PRODUCTS;F-1 Aircoupe;ERCO;LandPlane;Piston;1;L
690;AIR TRACTOR;AT-301;AT3P;LandPlane;Piston;1;L
691;AIR TRACTOR;AT-302;AT3T;LandPlane;Turboprop/Turboshaft;1;L
692;AIR TRACTOR;AT-400;AT3T;LandPlane;Turboprop/Turboshaft;1;L
693;AIR TRACTOR;AT-401;AT3P;LandPlane;Piston;1;L
694;AIR TRACTOR;AT-402;AT3T;LandPlane;Turboprop/Turboshaft;1;L
695;AIR TRACTOR;AT-501;AT5P;LandPlane;Piston;1;L
696;AIR TRACTOR;AT-502;AT5T;LandPlane;Turboprop/Turboshaft;1;L
697;AIR TRACTOR;AT-503;AT5T;LandPlane;Turboprop/Turboshaft;1;L
698;AIR TRACTOR;AT-602;AT6T;LandPlane;Turboprop/Turboshaft;1;L
699;AIR TRACTOR;AT-802;AT8T;LandPlane;Turboprop/Turboshaft;1;L/M
700;AIR TRACTOR;AT-802 Fire Boss;AT8T;LandPlane;Turboprop/Turboshaft;1;L/M
701;AIR TRACTOR;Fire Boss;AT8T;LandPlane;Turboprop/Turboshaft;1;L/M
702;AIR TRACTOR;AT-504;AT5T;LandPlane;Turboprop/Turboshaft;1;L
703;AIR TRACTOR;AT-250;AT2P;LandPlane;Piston;1;L
704;AIR-FOUGA;CM-170R Magister;FOUG;LandPlane;Jet;2;L
705;AIR-FOUGA;Magister;FOUG;LandPlane;Jet;2;L
706;AIR-LIGHT;Wild Thing;WILT;LandPlane;Piston;1;L
707;AIR-LIGHT;WT-01 Wild Thing;WILT;LandPlane;Piston;1;L
708;AIR-LIGHT;WT-02 Wild Thing;WILT;LandPlane;Piston;1;L
709;AIRBUS;KC-30;A332;LandPlane;Jet;2;H
710;AIRBUS;A-330-900;A339;LandPlane;Jet;2;H
